,center_dist,price,Комнат,Площадь квартиры,Этаж,Лифт,Материал стен,Парковка,Жилая площадь,Площадь кухни,Ремонт,Санузел,Кол-во санузлов,Высота потолков
6034,8.4,26000000,2,60.0,20,есть,монолит,подземная,,15.0,Дизайнерский,совмещённый,1,2.8
6035,8.3,30500000,3,102.0,5,есть,монолит,подземная,,24.0,Евро,,2,2.8
6036,23.3,23128888,4,99.7,14,есть,,закрытая,60.7,10.9,,,2,2.99
6037,21.5,19064792,4,82.2,10,есть,,закрытая,57.0,20.0,,,2,2.9
6038,21.4,16951754,2,51.9,5,есть,,закрытая,25.2,11.4,,,2,2.99
6039,10.7,18800000,2,48.0,4,,,,,,Хороший,,,
6040,21.5,21396830,4,84.2,12,есть,,закрытая,49.6,20.2,,,2,2.9
6041,26.8,16300000,2,68.0,8,есть,,подземная,,,Дизайнерский,совмещённый,1,2.8
6042,21.6,19602617,3,66.0,3,есть,,закрытая,33.7,12.9,,,2,3.04
6043,12.8,39500000,4,119.0,12,есть,,подземная,,,Дизайнерский,,,3.0
6044,23.4,20900000,3,83.0,15,есть,панель,,,,Евро,,,
6045,23.8,18209075,3,75.7,18,есть,,закрытая,43.7,12.6,,,2,2.87
6046,22.7,16293749,3,61.5,3,есть,,закрытая,36.1,18.5,,,2,3.05
6047,3.6,28500000,4,83.9,5,есть,кирпич,,56.7,9.0,Хороший,совмещённый,1,
6048,22.7,17292140,4,72.2,6,есть,,закрытая,43.9,22.1,,,2,3.05
6049,,35000000,2,56.0,5,,,,,11.0,Евро,совмещённый,1,3.6
6050,25.0,19899999,2,61.0,7,есть,монолит,,30.0,10.0,Евро,раздельный,1,2.7
6051,18.9,24500000,3,82.0,12,есть,монолит,подземная,60.0,15.0,Дизайнерский,,2,2.95
6052,21.5,19062161,3,74.3,8,есть,,закрытая,38.1,14.1,,,2,2.99
6053,24.6,20300000,3,83.8,4,есть,кирпич,закрытая,49.9,14.7,Дизайнерский,раздельный,1,2.65
6054,23.9,20037207,3,69.5,20,есть,,закрытая,35.7,14.9,,,2,2.99
6055,13.3,16200000,3,63.1,14,есть,панель,закрытая,45.0,9.0,Евро,раздельный,1,2.64
6056,22.7,18667537,4,72.0,8,есть,,закрытая,43.9,22.0,,,2,3.05
6057,13.5,18000000,3,78.0,4,есть,кирпич-монолит,закрытая,60.0,13.0,Хороший,раздельный,1,2.74
6058,19.5,18000000,2,62.0,10,есть,монолит,,35.0,11.0,Евро,раздельный,1,2.9
6059,21.5,17505591,3,64.3,12,есть,,закрытая,42.0,19.2,,,2,2.9
6060,23.8,16772171,3,63.2,29,есть,,закрытая,36.3,19.9,,,2,2.87
6061,21.5,19557409,4,82.5,13,есть,,закрытая,53.6,23.7,,,2,2.9
6062,21.5,18164814,4,85.4,2,есть,,закрытая,53.6,27.5,,,2,2.9
6063,13.4,17300000,2,50.4,13,есть,панель,закрытая,30.5,8.3,Евро,раздельный,2,2.64
6064,20.5,19990000,3,92.5,2,,,,57.0,15.0,Евро,совмещённый,2,3.0
6065,22.7,17034854,3,60.9,14,есть,,закрытая,36.1,18.2,,,2,3.05
6066,23.8,17208638,3,75.7,28,есть,,закрытая,43.7,12.6,,,2,2.87
6067,15.5,25000000,3,60.0,1,есть,панель,,44.0,6.0,Евро,совмещённый,1,2.7
6068,7.4,16000000,,32.1,12,есть,монолит,подземная,,,Дизайнерский,совмещённый,1,3.0
6069,,36000000,4,106.0,2,,,закрытая,,,Хороший,раздельный,1,
6070,22.7,16956325,3,60.9,13,есть,,закрытая,36.1,18.2,,,2,3.05
6071,13.3,20500000,3,74.0,12,есть,панель,открытая,45.3,10.2,Хороший,раздельный,1,2.64
6072,21.5,18672957,3,74.4,9,есть,,закрытая,38.2,14.1,,,2,2.99
6073,21.4,17877797,3,75.9,10,есть,,закрытая,38.4,20.8,,,2,2.99
6074,21.3,19577857,4,71.9,15,есть,,закрытая,44.5,21.8,,,2,2.99
6075,12.6,23900000,4,71.4,24,,,,38.0,25.0,Дизайнерский,раздельный,2,3.0
6076,15.3,15600000,2,46.9,10,есть,монолит,открытая,30.2,8.0,Дизайнерский,совмещённый,1,3.0
6077,5.1,15800000,2,50.4,4,есть,панель,,30.0,9.0,Хороший,раздельный,1,2.64
6078,21.3,19191805,4,72.2,10,есть,,закрытая,43.9,22.0,,,2,2.99
6079,14.9,15800000,3,76.6,4,есть,панель,закрытая,44.7,10.3,Хороший,раздельный,1,2.64
6080,10.0,15500000,2,46.0,3,есть,панель,закрытая,27.0,6.0,Евро,совмещённый,1,2.64
6081,21.6,17325639,3,52.5,17,есть,,закрытая,30.3,16.6,,,2,3.04
6082,23.8,16260823,3,63.2,24,есть,,закрытая,36.3,19.9,,,2,2.87
6083,22.7,17292140,4,72.2,6,есть,,закрытая,43.9,22.1,,,2,3.05
6084,13.5,15000000,3,65.5,3,есть,панель,открытая,45.5,7.0,Хороший,раздельный,1,2.65
6085,23.8,16772171,3,63.2,29,есть,,закрытая,36.3,19.9,,,2,2.87
6086,23.8,18209075,3,75.7,18,есть,,закрытая,43.7,12.6,,,2,2.87
6087,6.4,15150000,1,39.0,9,есть,панель,закрытая,19.0,8.5,Евро,совмещённый,1,2.74
6088,21.5,16861992,4,62.0,7,есть,,закрытая,42.8,16.3,,,2,2.9
6089,11.9,37500000,4,102.0,10,есть,,,62.1,10.4,Хороший,,,2.64
6090,23.8,16866159,3,69.9,16,есть,,закрытая,35.6,15.9,,,2,2.87
6091,24.8,17300000,3,85.0,10,есть,,закрытая,50.0,12.0,Хороший,,2,2.7
6092,23.8,17338368,3,69.5,23,есть,,закрытая,35.6,15.9,,,2,2.87
6093,16.8,19800000,3,79.0,3,есть,,,51.0,8.0,Евро,совмещённый,1,3.0
6094,,17000000,3,79.3,4,есть,,закрытая,49.0,12.1,Евро,раздельный,1,2.7
6095,6.1,37150000,3,77.0,12,есть,,подземная,,12.0,Евро,совмещённый,2,3.2
6096,19.1,16500000,3,75.0,7,есть,монолит,,,10.0,Евро,раздельный,1,2.64
6097,21.6,17877161,3,54.9,16,есть,,закрытая,33.4,17.9,,,2,3.04
6098,21.6,20634948,4,73.8,4,есть,,закрытая,47.1,18.4,,,2,3.04
6099,21.5,18177236,4,64.3,6,есть,,закрытая,41.2,17.9,,,2,2.99
6100,7.0,28500000,2,46.0,3,есть,монолит,закрытая,40.0,,Дизайнерский,,,3.1
6101,21.5,20433368,4,86.7,2,есть,,закрытая,53.0,23.8,,,3,2.9
6102,21.5,16980266,4,64.3,8,есть,,закрытая,44.4,17.8,,,2,2.9
6103,13.6,16000000,2,63.0,16,есть,панель,закрытая,,12.0,Хороший,раздельный,1,2.64
6104,23.3,17709003,4,72.7,16,есть,,закрытая,44.8,22.6,,,2,2.99
6105,15.6,16000000,3,63.6,4,есть,панель,,39.4,9.0,Хороший,раздельный,1,2.64
6106,15.5,16000000,3,71.5,6,есть,панель,закрытая,43.0,10.0,Дизайнерский,раздельный,1,2.64
6107,23.8,17012465,3,64.3,29,есть,,закрытая,34.7,10.3,,,2,2.87
6108,21.4,16377903,3,52.8,13,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6109,7.7,29000000,3,80.0,23,есть,монолит,,,13.0,Евро,раздельный,2,2.9
6110,21.3,17537075,3,63.9,12,есть,,закрытая,42.1,19.0,,,2,2.99
6111,21.5,19720590,4,82.4,16,есть,,закрытая,53.6,23.6,,,2,2.9
6112,22.2,16000000,2,66.0,5,есть,кирпич-монолит,закрытая,,,Дизайнерский,раздельный,1,2.8
6113,15.3,22000000,3,74.0,2,есть,панель,закрытая,50.0,9.0,Хороший,раздельный,1,2.64
6114,17.2,16600000,2,57.0,16,,,,36.0,11.0,Хороший,раздельный,1,
6115,7.7,15800000,1,42.1,7,есть,кирпич-монолит,подземная,11.0,17.0,Дизайнерский,совмещённый,1,2.85
6116,21.5,17505591,3,64.3,12,есть,,закрытая,42.0,19.2,,,2,2.9
6117,21.3,18490366,3,69.9,12,есть,,закрытая,39.0,12.2,,,2,2.99
6118,23.8,16020534,3,64.9,17,есть,,закрытая,34.7,10.3,,,2,2.87
6119,17.8,15700000,2,51.1,16,есть,панель,,30.5,8.5,Хороший,раздельный,1,2.64
6120,23.8,16506539,3,64.3,22,есть,,закрытая,34.7,10.3,,,2,2.87
6121,4.9,15000000,1,38.7,14,есть,панель,закрытая,20.7,10.0,Дизайнерский,совмещённый,1,2.64
6122,4.9,19900000,2,55.6,2,есть,кирпич,закрытая,29.1,8.9,Евро,раздельный,1,2.95
6123,23.8,18342810,4,81.2,11,есть,,закрытая,49.7,20.1,,,2,2.87
6124,3.7,15000000,1,32.0,5,,,,18.0,6.0,Хороший,совмещённый,1,2.64
6125,21.5,18015967,4,75.4,7,есть,,закрытая,54.4,21.2,,,2,2.9
6126,21.5,17507367,3,71.6,11,есть,,закрытая,39.9,12.8,,,2,2.9
6127,19.5,17000000,2,72.0,10,есть,монолит,подземная,34.0,15.0,Хороший,раздельный,2,2.9
6128,19.7,15500000,2,53.0,24,есть,панель,закрытая,30.0,9.0,Евро,раздельный,1,2.9
6129,21.4,16377903,3,52.8,13,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6130,23.6,15800000,2,62.3,3,есть,кирпич,,37.4,9.5,Хороший,раздельный,1,2.7
6131,21.5,17422077,3,64.3,10,есть,,закрытая,42.0,19.2,,,2,2.9
6132,21.0,24500000,3,102.0,8,есть,кирпич-монолит,закрытая,51.0,19.0,Евро,совмещённый,2,3.1
6133,16.2,16500000,2,56.1,8,есть,,подземная,33.0,10.0,Евро,раздельный,1,
6134,23.8,16020534,3,64.9,17,есть,,закрытая,34.7,10.3,,,2,2.87
6135,23.8,18342810,4,81.2,11,есть,,закрытая,49.7,20.1,,,2,2.87
6136,10.4,27500000,3,83.2,12,есть,панель,,50.9,11.0,Евро,,2,2.64
6137,7.7,34900000,3,71.6,21,есть,монолит,,32.0,20.0,Дизайнерский,совмещённый,2,3.0
6138,21.4,17427193,3,64.1,9,есть,,закрытая,42.1,19.1,,,2,2.99
6139,22.7,18301966,4,72.4,3,есть,,закрытая,43.9,22.2,,,2,3.05
6140,4.2,25950000,2,47.5,4,есть,кирпич,закрытая,28.3,7.5,Дизайнерский,совмещённый,1,2.64
6141,21.3,16122302,2,58.9,3,есть,,закрытая,30.0,11.1,,совмещённый,1,2.99
6142,23.3,23241115,4,99.7,15,есть,,закрытая,60.7,10.9,,,2,2.99
6143,23.8,18614536,3,75.7,23,есть,,закрытая,43.7,12.6,,,2,2.87
6144,8.0,30500000,4,77.0,3,есть,кирпич,закрытая,53.4,8.0,Евро,совмещённый,1,3.0
6145,6.5,32500000,2,52.6,9,есть,кирпич,,35.0,12.0,Дизайнерский,совмещённый,1,2.85
6146,22.4,32000000,3,89.1,6,есть,монолит,подземная,63.4,21.2,Дизайнерский,,2,2.7
6147,7.9,15100000,1,40.3,2,есть,панель,закрытая,16.5,9.0,Хороший,совмещённый,1,2.78
6148,22.7,18442856,4,72.2,5,есть,,закрытая,43.9,22.1,,,2,3.05
6149,15.5,16000000,3,71.5,6,есть,панель,закрытая,43.0,10.0,Дизайнерский,раздельный,1,2.64
6150,9.1,15800000,2,45.0,1,есть,панель,,27.0,6.0,Хороший,совмещённый,1,2.64
6151,22.7,18759464,4,72.0,9,есть,,закрытая,43.9,22.0,,,2,3.05
6152,21.5,17507367,3,71.6,11,есть,,закрытая,39.9,12.8,,,2,2.9
6153,15.3,22000000,3,74.0,2,есть,панель,закрытая,50.0,9.0,Хороший,раздельный,1,2.64
6154,23.8,18007135,3,75.2,19,есть,,закрытая,30.7,16.2,,,2,2.87
6155,7.7,15800000,1,42.1,7,есть,кирпич-монолит,подземная,11.0,17.0,Дизайнерский,совмещённый,1,2.85
6156,23.8,17797668,3,69.5,30,есть,,закрытая,35.6,15.9,,,2,2.87
6157,3.7,15000000,1,32.0,5,,,,18.0,6.0,Хороший,совмещённый,1,2.64
6158,21.6,17960443,3,54.9,18,есть,,закрытая,33.4,17.9,,,2,3.04
6159,17.2,16000000,2,63.0,12,есть,панель,закрытая,33.0,13.0,Дизайнерский,раздельный,1,2.74
6160,4.1,15500000,2,40.7,3,есть,блок,,22.7,8.0,Хороший,совмещённый,1,2.64
6161,13.6,15800000,2,52.9,12,есть,панель,,30.7,8.7,Хороший,раздельный,1,
6162,23.8,18597596,4,81.2,14,есть,,закрытая,49.7,20.1,,,2,2.87
6163,12.2,15350000,3,63.0,9,есть,панель,,44.9,6.5,Хороший,раздельный,1,2.5
6164,23.8,16425615,3,64.3,21,есть,,закрытая,34.7,10.3,,,2,2.87
6165,21.5,19020052,3,75.6,13,есть,,закрытая,38.4,20.6,,,2,2.99
6166,21.6,17304249,3,52.4,18,есть,,закрытая,30.4,16.5,,,2,3.04
6167,21.3,19424542,4,72.0,12,есть,,закрытая,44.4,21.9,,,2,2.99
6168,,15000000,,24.0,1,,кирпич-монолит,закрытая,10.0,,Дизайнерский,совмещённый,1,3.0
6169,18.1,22000000,2,60.1,9,есть,панель,закрытая,35.0,13.0,Дизайнерский,раздельный,1,2.7
6170,21.6,21561368,4,73.5,15,есть,,закрытая,47.0,18.2,,,2,3.04
6171,7.1,15300000,3,48.9,8,есть,панель,закрытая,34.5,5.8,Хороший,раздельный,1,2.64
6172,13.2,16000000,3,63.6,9,есть,панель,закрытая,43.7,7.2,Хороший,раздельный,1,2.64
6173,21.3,16304132,3,52.7,15,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6174,5.2,21500000,2,52.5,8,есть,,,30.5,9.0,Евро,раздельный,1,2.64
6175,23.8,17663460,4,81.2,3,есть,,закрытая,49.7,20.1,,,2,2.87
6176,,22400000,2,52.2,6,есть,панель,,31.0,8.2,Евро,раздельный,2,
6177,14.8,17490000,3,62.6,8,есть,панель,,43.0,7.0,Хороший,совмещённый,1,2.64
6178,21.5,17642547,3,72.7,10,есть,,закрытая,37.8,12.5,,,2,2.9
6179,14.8,15800000,3,62.8,10,есть,панель,закрытая,45.0,6.6,Евро,раздельный,1,2.7
6180,6.4,20490000,3,65.1,5,есть,панель,открытая,46.9,8.0,Хороший,раздельный,1,2.5
6181,23.8,16552828,3,64.3,23,есть,,закрытая,34.7,10.3,,,2,2.87
6182,21.5,17314418,4,62.0,8,есть,,закрытая,42.8,16.5,,,2,2.9
6183,23.8,18732222,3,75.2,28,есть,,закрытая,30.7,16.2,,,2,2.87
6184,21.5,17295128,4,61.8,13,есть,,закрытая,42.8,16.3,,,2,2.9
6185,19.6,15900000,3,74.5,2,есть,панель,,44.0,10.1,Хороший,раздельный,1,
6186,21.3,22417071,4,84.8,11,есть,,закрытая,49.8,23.6,,,3,2.99
6187,19.3,15690000,2,56.7,17,есть,панель,закрытая,32.6,10.7,Евро,раздельный,1,2.6
6188,21.3,18503049,3,74.2,13,есть,,закрытая,38.1,14.1,,,2,2.99
6189,21.5,18387198,2,73.2,2,есть,,закрытая,35.0,11.1,,совмещённый,1,2.99
6190,23.7,16900000,3,72.8,1,есть,панель,,43.7,10.0,Хороший,раздельный,1,2.64
6191,23.8,18512666,4,81.2,13,есть,,закрытая,49.7,20.1,,,2,2.87
6192,19.3,15580000,2,55.3,18,есть,панель,закрытая,27.5,10.5,Евро,раздельный,1,2.6
6193,15.1,15650000,2,58.5,16,есть,панель,закрытая,32.0,10.5,Хороший,раздельный,1,2.64
6194,21.5,17506009,3,71.6,12,есть,,закрытая,39.9,12.8,,,2,2.9
6195,22.7,19151590,4,71.8,14,есть,,закрытая,43.9,21.9,,,2,3.05
6196,5.8,15500000,2,56.4,1,есть,кирпич,закрытая,31.4,9.0,Евро,раздельный,1,2.64
6197,23.8,16622178,3,63.2,27,есть,,закрытая,36.3,19.9,,,2,2.87
6198,21.3,15550000,2,60.0,12,есть,монолит,,34.0,10.9,Хороший,раздельный,1,2.64
6199,18.1,16000000,2,57.8,6,есть,блок,закрытая,33.8,10.0,Хороший,раздельный,1,2.64
6200,21.4,16274042,3,52.7,15,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6201,21.5,17505591,3,64.3,11,есть,,закрытая,42.0,19.2,,,2,2.9
6202,21.4,17343754,3,74.4,9,есть,,закрытая,38.2,14.1,,,2,2.99
6203,21.5,18521702,3,76.7,2,есть,,закрытая,41.2,14.5,,,2,2.99
6204,17.2,16000000,2,63.0,12,есть,панель,закрытая,33.0,13.0,Дизайнерский,раздельный,1,2.74
6205,23.8,18314652,3,75.2,23,есть,,закрытая,30.7,16.2,,,2,2.87
6206,13.6,15800000,2,52.9,12,есть,панель,,30.7,8.7,Хороший,раздельный,1,
6207,24.2,15140000,1,40.0,14,есть,кирпич-монолит,подземная,23.3,6.4,Дизайнерский,совмещённый,1,2.75
6208,23.4,18800000,3,80.0,17,есть,монолит,,48.0,10.5,Евро,совмещённый,1,2.64
6209,21.5,17114709,3,74.4,6,есть,,закрытая,38.2,14.1,,,2,2.9
6210,,15390000,1,36.0,13,есть,панель,закрытая,17.8,6.6,Евро,совмещённый,1,2.64
6211,21.3,15550000,2,60.0,12,есть,монолит,,34.0,10.9,Хороший,раздельный,1,2.64
6212,21.5,18404300,4,85.3,2,есть,,закрытая,59.8,24.4,,,2,2.9
6213,23.5,15200000,2,64.0,12,есть,монолит,закрытая,35.0,12.0,Хороший,раздельный,1,2.74
6214,21.5,17850000,3,71.6,15,есть,панель,закрытая,41.6,12.5,Евро,,2,2.64
6215,23.8,16049053,3,66.7,16,есть,,закрытая,29.9,17.2,,,2,2.87
6216,,23500000,1,42.0,2,есть,,закрытая,20.2,10.7,Хороший,совмещённый,1,3.9
6217,21.5,21396830,4,84.2,11,есть,,закрытая,49.6,20.2,,,2,2.9
6218,23.8,17034373,3,69.5,19,есть,,закрытая,35.6,15.9,,,2,2.87
6219,21.5,18180716,3,72.5,15,есть,,закрытая,37.8,12.4,,,2,2.9
6220,23.8,18257881,4,81.2,10,есть,,закрытая,49.7,20.1,,,2,2.87
6221,18.1,16000000,2,57.8,6,есть,блок,закрытая,33.8,10.0,Хороший,раздельный,1,2.64
6222,21.5,17204820,3,73.0,4,есть,,закрытая,37.8,12.7,,,2,2.9
6223,17.2,16000000,2,63.0,12,есть,панель,закрытая,33.0,13.0,Дизайнерский,раздельный,1,2.74
6224,17.1,15000000,3,58.3,4,есть,панель,закрытая,42.8,6.0,Евро,совмещённый,1,2.64
6225,17.2,15400000,3,67.8,7,есть,,,46.0,6.1,Хороший,раздельный,1,2.64
6226,23.8,16686213,3,69.7,14,есть,,закрытая,35.5,15.9,,,2,2.87
6227,21.5,17295128,4,61.8,13,есть,,закрытая,42.8,16.3,,,2,2.9
6228,23.8,17927467,3,75.2,18,есть,,закрытая,30.7,16.2,,,2,2.87
6229,11.0,15500000,2,54.0,3,есть,панель,закрытая,30.0,9.0,Хороший,раздельный,1,3.0
6230,15.1,15650000,2,58.5,16,есть,панель,закрытая,32.0,10.5,Хороший,раздельный,1,2.64
6231,21.6,17877161,3,54.9,16,есть,,закрытая,33.4,17.9,,,2,3.04
6232,19.3,15300000,2,53.7,10,есть,панель,закрытая,32.4,9.0,Евро,раздельный,1,2.64
6233,4.4,18490000,2,54.1,4,,кирпич,закрытая,33.9,7.8,Дизайнерский,раздельный,1,2.48
6234,23.6,15800000,2,62.3,3,есть,кирпич,,37.4,9.5,Хороший,раздельный,1,2.7
6235,21.5,21396830,4,84.2,12,есть,,закрытая,49.6,20.2,,,2,2.9
6236,13.4,15900000,3,58.0,2,есть,панель,,43.0,6.0,Евро,раздельный,1,2.64
6237,21.3,17884961,3,61.2,12,есть,,закрытая,36.1,18.3,,,2,2.99
6238,21.6,16689186,3,52.5,9,есть,,закрытая,30.3,16.6,,,2,3.04
6239,21.5,19064792,4,82.2,10,есть,,закрытая,57.0,20.0,,,2,2.9
6240,3.9,15200000,2,38.0,5,есть,панель,,23.0,8.0,Хороший,совмещённый,1,2.6
6241,9.2,15390000,2,43.0,9,есть,панель,,28.0,6.0,Евро,раздельный,1,2.65
6242,6.8,18000000,3,64.5,7,есть,блок,,43.9,9.8,Хороший,совмещённый,1,2.64
6243,21.5,17011663,4,62.1,4,есть,,закрытая,42.8,16.6,,,2,2.9
6244,22.7,16308598,3,64.2,2,есть,,закрытая,40.5,23.0,,,2,3.05
6245,21.5,17268648,3,72.9,5,есть,,закрытая,37.8,12.6,,,2,2.9
6246,21.3,16074985,2,49.4,15,есть,,закрытая,25.1,10.2,,совмещённый,1,2.99
6247,16.2,19500000,3,72.4,7,есть,панель,закрытая,43.4,10.5,Евро,раздельный,1,2.64
6248,15.0,16000000,2,73.0,1,есть,панель,,31.0,10.0,Евро,раздельный,1,2.7
6249,21.4,16951754,2,51.9,5,есть,,закрытая,25.2,11.4,,,2,2.99
6250,22.6,17444297,4,72.9,10,есть,,закрытая,44.8,22.7,,,2,2.99
6251,16.5,19600000,2,59.0,11,есть,монолит,закрытая,37.0,11.4,Евро,совмещённый,1,2.65
6252,21.5,16558509,4,62.1,3,есть,,закрытая,42.8,16.4,,,2,2.9
6253,12.5,24900000,3,73.3,16,есть,панель,закрытая,43.3,9.1,Евро,раздельный,1,2.6
6254,21.6,19602617,3,66.0,3,есть,,закрытая,33.7,12.9,,,2,3.04
6255,19.2,15650000,2,57.4,8,есть,монолит,закрытая,25.9,16.4,Евро,раздельный,1,2.6
6256,22.7,16293749,3,61.5,3,есть,,закрытая,36.1,18.5,,,2,3.05
6257,17.8,15700000,2,51.1,16,есть,панель,,30.5,8.5,Хороший,раздельный,1,2.64
6258,4.1,15800000,3,49.3,6,есть,монолит,,34.6,6.0,Хороший,раздельный,1,2.64
6259,21.5,16104059,2,51.5,13,есть,,закрытая,25.2,11.0,,,2,2.99
6260,4.9,15000000,1,38.7,14,есть,панель,закрытая,20.7,10.0,Дизайнерский,совмещённый,1,2.64
6261,17.2,16600000,2,57.0,16,,,,36.0,11.0,Хороший,раздельный,1,
6262,21.3,17938470,3,61.1,13,есть,,закрытая,36.1,18.3,,,2,2.99
6263,21.5,17453577,4,61.8,15,есть,,закрытая,42.8,16.3,,,2,2.9
6264,21.5,16904177,4,64.3,7,есть,,закрытая,44.4,17.8,,,2,2.9
6265,12.2,15350000,3,63.0,9,есть,панель,,44.9,6.5,Хороший,раздельный,1,2.5
6266,21.4,16274042,3,52.7,15,есть,,закрытая,34.5,16.2,,раздельный,1,2.99
6267,7.5,15500000,2,43.1,3,,блок,закрытая,28.0,6.0,Евро,совмещённый,1,
6268,4.9,19900000,2,55.6,2,есть,кирпич,закрытая,29.1,8.9,Евро,раздельный,1,2.95
6269,14.6,19200000,4,89.0,3,есть,панель,закрытая,55.0,8.5,Евро,раздельный,1,2.64
6270,21.4,16109403,3,60.8,12,есть,,закрытая,38.6,18.7,,,2,2.99
6271,21.5,17344989,3,64.3,9,есть,,закрытая,42.0,19.2,,,2,2.9
6272,21.5,19138751,4,82.1,12,есть,,закрытая,57.0,20.0,,,2,2.9
6273,7.4,23500000,3,78.0,2,есть,кирпич,закрытая,51.8,10.0,Хороший,раздельный,1,3.0
6274,17.8,15000000,2,61.8,14,есть,панель,закрытая,31.8,14.8,Хороший,раздельный,1,2.74
6275,21.5,16972140,4,61.8,9,есть,,закрытая,42.8,16.3,,,2,2.9
6276,9.3,15495000,2,45.1,4,,панель,,30.5,5.3,Хороший,совмещённый,1,2.6
6277,21.3,16952234,4,61.8,12,есть,,закрытая,43.3,16.3,,,2,2.99
6278,21.5,17479491,4,62.0,10,есть,,закрытая,42.8,16.5,,,2,2.9
6279,21.5,16980266,4,64.3,8,есть,,закрытая,44.4,17.8,,,2,2.9
6280,10.6,15500000,2,44.0,5,есть,панель,закрытая,32.0,6.0,Дизайнерский,совмещённый,1,2.64
6281,13.4,16000000,3,59.0,7,есть,панель,,44.0,6.0,Дизайнерский,раздельный,1,2.64
6282,21.5,20433368,4,86.7,2,есть,,закрытая,53.0,23.8,,,3,2.9
6283,18.6,22480000,3,80.0,18,есть,монолит,подземная,45.0,15.5,Евро,совмещённый,1,3.0
6284,18.5,15950000,3,74.6,15,есть,панель,закрытая,45.0,10.2,Хороший,раздельный,1,2.7
6285,11.4,21500000,3,65.0,10,есть,панель,закрытая,44.8,9.4,Хороший,раздельный,1,2.64
6286,18.5,15950000,3,74.6,15,есть,панель,закрытая,45.0,10.2,Хороший,раздельный,1,2.7
6287,23.8,17012465,3,64.3,29,есть,,закрытая,34.7,10.3,,,2,2.87
6288,23.3,17709003,4,72.7,16,есть,,закрытая,44.8,22.6,,,2,2.99
6289,9.0,18079573,1,37.2,9,есть,монолит,закрытая,11.5,13.3,,совмещённый,1,2.85
6290,9.0,18289772,1,32.8,20,есть,монолит,закрытая,12.3,13.3,,совмещённый,1,2.85
6291,9.0,18717393,1,37.6,14,есть,монолит,закрытая,11.6,13.5,,совмещённый,1,2.85
6292,13.4,16000000,3,59.0,7,есть,панель,,44.0,6.0,Дизайнерский,раздельный,1,2.64
6293,14.8,17490000,3,62.6,8,есть,панель,,43.0,7.0,Хороший,совмещённый,1,2.64
6294,23.8,17479881,3,69.5,25,есть,,закрытая,35.6,15.9,,,2,2.87
6295,10.6,15500000,2,44.0,5,есть,панель,закрытая,32.0,6.0,Дизайнерский,совмещённый,1,2.64
6296,8.0,17950000,2,54.7,8,есть,панель,,34.2,8.0,Евро,совмещённый,2,2.7
6297,7.5,15500000,2,43.1,3,,блок,закрытая,28.0,6.0,Евро,совмещённый,1,
6298,21.5,17522579,4,66.7,2,есть,,закрытая,44.4,21.3,,,2,2.99
6299,23.8,16722425,3,64.3,25,есть,,закрытая,34.7,10.3,,,2,2.87
6300,23.8,17012465,3,64.3,30,есть,,закрытая,34.7,10.3,,,2,2.87
6301,15.4,19490000,3,66.0,11,есть,панель,,45.3,9.5,Хороший,совмещённый,1,2.7
6302,18.6,22480000,3,80.0,18,есть,монолит,подземная,45.0,15.5,Евро,совмещённый,1,3.0
6303,23.8,16209729,3,64.3,18,есть,,закрытая,34.7,10.3,,,2,2.87
6304,14.6,19200000,4,89.0,3,есть,панель,закрытая,55.0,8.5,Евро,раздельный,1,2.64
6305,21.3,17836506,3,61.3,9,есть,,закрытая,36.1,18.3,,,2,2.99
6306,21.5,20433368,4,86.7,2,есть,,закрытая,53.0,23.8,,,3,2.9
6307,23.8,16554924,3,63.2,26,есть,,закрытая,36.3,19.9,,,2,2.87
6308,12.7,15000000,2,38.0,3,есть,блок,закрытая,22.6,7.5,Евро,совмещённый,1,
6309,9.4,15700000,2,43.0,1,,монолит,закрытая,30.0,6.0,Хороший,совмещённый,1,2.64
6310,6.4,20490000,3,65.1,5,есть,панель,открытая,46.9,8.0,Хороший,раздельный,1,2.5
6311,13.4,16000000,3,59.0,7,есть,панель,,44.0,6.0,Дизайнерский,раздельный,1,2.64
6312,23.3,17709003,4,72.7,16,есть,,закрытая,44.8,22.6,,,2,2.99
6313,23.8,16945016,3,64.3,28,есть,,закрытая,34.7,10.3,,,2,2.87
6314,18.5,15950000,3,74.6,15,есть,панель,закрытая,45.0,10.2,Хороший,раздельный,1,2.7
6315,21.5,16980266,4,64.3,8,есть,,закрытая,44.4,17.8,,,2,2.9
6316,21.6,17550055,3,54.9,12,есть,,закрытая,33.4,17.9,,,2,3.04
6317,17.6,16000000,3,64.5,16,есть,панель,,46.3,7.8,Хороший,раздельный,1,2.5
6318,14.3,17500000,3,72.8,1,есть,панель,закрытая,43.8,10.5,Евро,раздельный,1,2.64
6319,11.1,15490000,1,42.3,12,есть,монолит,подземная,15.3,12.5,Евро,совмещённый,1,3.0
6320,21.6,17008991,3,52.5,13,есть,,закрытая,30.3,16.6,,,2,3.04
6321,5.5,17000000,2,50.5,7,есть,панель,закрытая,35.0,10.0,Хороший,раздельный,1,2.64
